-0.9974315,0.8380291
-0.92256016,0.9465821
-0.99830645,0.5083776
-0.9622133,0.99681276
-0.87237364,0.9237081
-0.9285019,0.99099916
-0.659497,0.9926882
-0.8921586,0.9919983
-0.90987843,0.9995468
-0.8338005,0.92159235
-0.9376817,0.7422194
-0.9258705,0.72410244
-0.7615003,0.98171586
-0.9998174,0.99473786
-0.9523414,0.93644106
-0.99812174,0.7091903
-0.99715376,0.77605605
-0.96245277,0.8631704
-0.99739736,0.5940199
-0.8723292,0.98317766
-0.9097365,0.88543594
-0.96779746,0.9957953
-0.930796,0.99473166
-0.6915406,0.9881429
-0.6270218,0.9996216
-0.83778733,0.8494607
-0.9629148,0.940635
-0.96690226,0.10301349
-0.6947313,0.9919029
-0.9999726,0.9938999
-0.7620456,0.8948041
-0.99798673,0.6739542
-0.9927417,0.71151197
-0.9885467,0.7982747
-0.9879456,0.8586867
-0.6862589,0.9976998
-0.9028995,0.89239305
-0.76813835,0.9978288
-0.77554715,0.99458116
-0.67244667,0.9963285
-0.850715,0.9983284
-0.648207,0.97576827
-0.9498905,0.98653436
-0.93502384,0.84793645
-0.6316807,0.9835531
-0.9997356,0.9796204
-0.9327413,0.954254
-0.9981926,0.51756066
-0.9973868,0.75614166
-0.98964894,0.8852682
-0.9939932,0.810262
-0.6837437,0.998768
-0.940605,0.9416951
-0.80362797,0.99879223
-0.792023,0.9969969
-0.33459684,0.98462474
-0.8402742,0.9783045
-0.68199515,0.9772119
-0.82907754,0.9933176
-0.94409436,0.7100898
-0.89537054,0.99003696
-0.9997328,0.9819131
-0.92376053,0.9573772
-0.9940112,0.4530496
-0.99475455,0.90868855
-0.92249334,0.9259989
-0.99559283,0.9283599
-0.95812577,0.99396956
-0.95270777,0.67336524
-0.7985987,0.97784173
-0.49000865,0.9945872
-0.99077976,0.99307656
-0.91811633,0.99661857
-0.6930807,0.9543441
-0.89345044,0.6142737
-0.95718765,0.529214
-0.90579224,0.9826082
-0.99958116,0.9788934
-0.7081593,0.905194
-0.9976595,0.8154598
-0.99542624,0.8629878
-0.9538399,0.8030394
-0.99541587,0.3135463
-0.97281665,0.9814385
-0.93241227,0.90745777
-0.94993776,0.99627084
-0.8788193,0.9829638
-0.9561,0.99350834
-0.82081157,0.9952562
-0.87249595,0.8777478
-0.95498985,0.7271632
-0.9416914,0.52477753
-0.98517895,0.9888653
-0.99998415,0.9623042
-0.9091413,0.98452795
-0.99689263,0.7516748
-0.997934,0.9779295
-0.96612525,0.7077225
-0.9983844,0.44438052
-0.93024564,0.8908301
-0.9770824,0.6040259
-0.94196934,0.99470925
-0.4399844,0.99644923
-0.9389935,0.99287176
-0.94492584,0.9888249
